gender,income_type,annual_income,employment_years,education_level,existing_loan_balance,credit_inquiries,past_due_count,payment_status,approval_status
Other,Working,102400.0,1.4,Secondary,17300.0,1,1,2,Rejected
Female,Working,58400.0,15.7,Higher education,16900.0,3,0,1,Rejected
Female,Commercial associate,76000.0,9.8,Secondary,20600.0,1,0,0,Rejected
Female,Working,61100.0,8.3,Secondary,13500.0,1,2,2,Rejected
Male,Commercial associate,63300.0,4.4,Secondary,9000.0,1,1,0,Rejected
Male,State servant,130000.0,6.7,Lower secondary,13000.0,3,1,0,Approved
Other,Commercial associate,102800.0,7.4,Secondary,44500.0,2,0,0,Approved
Female,Commercial associate,62100.0,8.6,Higher education,7800.0,1,0,0,Rejected
Female,Working,65900.0,10.3,Secondary,9600.0,1,0,0,Rejected
Male,Working,43700.0,2.4,Secondary,6700.0,1,0,0,Rejected
Female,Working,55400.0,0.0,Incomplete higher,2100.0,2,0,0,Rejected
Male,Student,68800.0,6.9,Secondary,11500.0,1,1,0,Rejected
Male,Commercial associate,87800.0,0.0,Secondary,18600.0,3,0,0,Rejected
Female,Working,83900.0,4.8,Secondary,5800.0,4,2,0,Rejected
Male,Working,36300.0,3.9,Higher education,29200.0,1,2,late,Rejected
Female,Pensioner,92900.0,9.1,Secondary,16300.0,1,1,0,Approved
Female,Commercial associate,57500.0,16.8,Secondary,24100.0,3,0,default,Approved
Male,Commercial associate,38400.0,0.0,Secondary,15200.0,0,0,0,Approved
Male,State servant,109200.0,18.3,Secondary,10800.0,4,2,0,Approved
Male,Commercial associate,115700.0,5.3,Secondary,9200.0,2,0,0,Approved
Male,Commercial associate,67400.0,8.3,Higher education,14800.0,2,0,2,Approved
Other,Working,82400.0,0.0,Secondary,15700.0,0,1,3,Rejected
Other,Working,84600.0,11.7,Secondary,8200.0,2,0,1,Approved
Male,Student,112200.0,6.7,Higher education,10600.0,3,0,0,Approved
Female,Commercial associate,83100.0,6.2,Higher education,39100.0,1,0,0,Approved
Male,Working,32900.0,0.0,Secondary,13200.0,2,2,0,Rejected
Other,Commercial associate,147900.0,6.9,Secondary,14200.0,2,1,default,Rejected
Female,Working,96700.0,10.9,Secondary,33100.0,1,0,0,Rejected
Female,Pensioner,47600.0,5.3,Lower secondary,15900.0,1,0,0,Rejected
Female,Working,37700.0,12.6,Secondary,12000.0,2,1,0,Rejected
Female,Pensioner,75100.0,12.4,Secondary,23700.0,2,1,1,Rejected
Male,Commercial associate,52800.0,3.2,Secondary,20200.0,1,1,1,Rejected
Female,Working,69500.0,14.8,Secondary,14400.0,1,0,0,Approved
Male,Working,83700.0,6.7,Secondary,15300.0,4,0,0,Approved
Male,Pensioner,46400.0,6.8,Secondary,9800.0,2,0,0,Rejected
Male,Working,36200.0,7.0,Higher education,4800.0,3,1,0,Rejected
Female,Working,71200.0,6.9,Higher education,18300.0,0,0,late,Rejected
Female,Pensioner,47100.0,0.0,Higher education,3300.0,0,0,0,Approved
Male,Working,63900.0,5.5,Higher education,5000.0,2,0,late,Rejected
Male,Working,32700.0,0.0,Secondary,10400.0,2,0,0,Rejected
Male,Working,53500.0,15.0,Lower secondary,9700.0,1,1,2,Rejected
Male,State servant,82600.0,14.7,Higher education,19600.0,2,1,0,Approved
Female,Working,78600.0,10.9,Incomplete higher,23100.0,2,0,1,Approved
Male,Working,42000.0,5.3,Higher education,42600.0,3,1,0,Rejected
Female,Working,35400.0,1.3,Secondary,2800.0,1,0,1,Rejected
Female,Working,60300.0,3.1,Secondary,16800.0,2,2,1,Rejected
Male,Working,77100.0,16.6,Secondary,16400.0,3,0,0,Rejected
Female,Working,71800.0,2.9,Secondary,15000.0,1,0,3,Rejected
Female,Working,47500.0,0.0,Higher education,18300.0,2,0,0,Approved
Female,Working,68500.0,11.9,Secondary,20900.0,3,1,0,Rejected
Female,State servant,117700.0,14.3,Secondary,29800.0,0,0,0,Approved
Male,Working,65700.0,15.1,Lower secondary,15300.0,3,0,0,Approved
Female,Working,28700.0,11.9,Higher education,35700.0,2,0,2,Rejected
Male,State servant,65600.0,12.7,Higher education,15400.0,3,0,1,Rejected
Male,State servant,150200.0,6.8,Secondary,8700.0,2,1,0,Approved
Female,Commercial associate,33500.0,0.0,Higher education,14400.0,5,2,0,Rejected
Female,Working,60700.0,6.6,Incomplete higher,6200.0,3,1,0,Approved
Male,Working,54100.0,9.7,Higher education,6500.0,4,1,0,Rejected
Male,Working,62500.0,5.8,Higher education,11100.0,1,0,1,Rejected
Male,Working,65300.0,5.6,Higher education,10000.0,4,0,0,Approved
Male,Working,100000.0,1.5,Secondary,29200.0,1,0,0,Rejected
Female,Commercial associate,62200.0,1.3,Higher education,11000.0,7,0,0,Rejected
Female,Working,106400.0,16.1,Academic degree,5500.0,3,0,0,Approved
Male,Commercial associate,56800.0,16.2,Secondary,12600.0,4,1,0,Rejected
Female,Working,51100.0,6.5,Secondary,15300.0,1,0,0,Rejected
Male,Working,44300.0,8.0,Secondary,13600.0,3,2,0,Rejected
Male,Pensioner,26400.0,1.4,Secondary,5300.0,0,0,2,Rejected
Male,State servant,67800.0,9.8,Academic degree,31300.0,2,0,0,Approved
Female,Working,150900.0,15.7,Higher education,2500.0,0,1,2,Approved
Female,Commercial associate,73600.0,0.0,Secondary,13400.0,1,0,0,Approved
Female,Working,81600.0,8.9,Secondary,5100.0,4,1,0,Rejected
Female,Working,49700.0,9.3,Secondary,24600.0,3,1,0,Rejected
Male,Pensioner,53600.0,9.2,Secondary,16900.0,2,1,0,Rejected
Female,Working,93300.0,15.0,Higher education,15300.0,3,0,1,Rejected
Female,Working,147800.0,17.1,Incomplete higher,10400.0,4,0,1,Approved
Female,Commercial associate,117000.0,5.3,Higher education,29500.0,1,0,0,Approved
Female,Working,86000.0,10.0,Secondary,10400.0,3,0,0,Approved
Male,Working,60800.0,6.9,Higher education,37700.0,1,0,0,Rejected
Female,Working,65800.0,3.2,Higher education,6300.0,1,0,0,Approved
Other,Student,42700.0,7.9,Secondary,12700.0,1,0,0,Approved
Female,Commercial associate,31200.0,10.0,Higher education,20600.0,1,1,0,Approved
Male,Working,36100.0,7.6,Higher education,17700.0,2,0,0,Rejected
Female,Working,61200.0,1.9,Incomplete higher,12000.0,3,0,0,Rejected
Female,Commercial associate,52500.0,4.1,Secondary,2800.0,0,0,0,Rejected
Male,Working,30900.0,4.1,Secondary,14100.0,0,1,0,Rejected
Other,Commercial associate,58900.0,2.1,Higher education,9500.0,3,0,0,Rejected
Male,Pensioner,51900.0,8.1,Secondary,7800.0,6,2,1,Rejected
Female,Working,35300.0,8.7,Secondary,21400.0,5,1,0,Rejected
Female,Working,50700.0,11.6,Incomplete higher,2300.0,3,3,0,Rejected
Male,Working,51800.0,2.0,Secondary,12300.0,2,2,0,Rejected
Female,Working,45400.0,3.5,Higher education,800.0,2,0,0,Rejected
Male,Working,90900.0,14.6,Academic degree,17800.0,1,0,0,Approved
Male,State servant,25400.0,5.6,Higher education,21500.0,2,1,0,Rejected
Male,Working,24500.0,6.7,Higher education,13900.0,1,0,0,Rejected
Male,Commercial associate,60000.0,5.6,Higher education,8800.0,0,1,2,Rejected
Male,Commercial associate,62500.0,12.4,Secondary,29200.0,1,0,2,Rejected
Female,Working,71800.0,12.6,Secondary,30500.0,3,1,0,Approved
Female,Working,47000.0,12.3,Higher education,15800.0,3,0,0,Approved
Male,Working,39600.0,6.6,Secondary,33500.0,0,0,3,Rejected
Male,Commercial associate,59700.0,2.0,Secondary,6300.0,6,1,0,Rejected
Female,Working,49100.0,16.5,Secondary,11400.0,0,0,late,Approved
Female,Pensioner,120300.0,11.0,Incomplete higher,1300.0,0,0,0,Approved
Male,State servant,51700.0,4.1,Secondary,4800.0,3,1,late,Rejected
Male,Pensioner,58500.0,13.9,Higher education,4500.0,2,0,0,Approved
Male,Student,182400.0,3.7,Secondary,17700.0,1,2,0,Approved
Female,Pensioner,54900.0,13.8,Higher education,5100.0,3,0,0,Approved
Female,State servant,76900.0,14.2,Secondary,2100.0,1,1,0,Approved
Male,Pensioner,80100.0,1.7,Secondary,7300.0,1,1,0,Rejected
Female,Pensioner,83200.0,9.5,Higher education,8100.0,1,0,0,Approved
Male,Pensioner,68200.0,10.6,Higher education,4000.0,3,0,0,Rejected
Male,State servant,65300.0,20.1,Secondary,13200.0,4,0,3,Rejected
Female,Working,62600.0,2.6,Secondary,14900.0,2,1,late,Rejected
Female,Commercial associate,46200.0,13.9,Secondary,3200.0,3,1,2,Rejected
Female,Commercial associate,69300.0,6.6,Secondary,19600.0,3,0,default,Rejected
Male,State servant,149200.0,0.0,Higher education,6000.0,1,2,1,Approved
Male,Working,103200.0,5.9,Secondary,8000.0,3,1,3,Rejected
Female,Pensioner,68600.0,6.5,Higher education,17000.0,5,0,0,Approved
Male,Pensioner,88000.0,1.0,Secondary,8100.0,2,0,0,Rejected
Female,Student,40500.0,8.1,Higher education,4900.0,3,0,2,Rejected
Female,Working,53300.0,11.5,Secondary,12600.0,7,2,0,Rejected
Male,Pensioner,91700.0,7.7,Higher education,24800.0,4,1,0,Rejected
Female,Pensioner,116900.0,3.7,Secondary,22800.0,2,1,0,Rejected
Female,State servant,42300.0,5.7,Lower secondary,7500.0,1,1,0,Rejected
Male,State servant,48200.0,6.5,Higher education,5600.0,1,0,0,Approved
Female,Commercial associate,159800.0,7.6,Incomplete higher,6600.0,0,0,1,Approved
Male,Commercial associate,62500.0,12.3,Secondary,23000.0,2,0,0,Approved
Female,Working,136000.0,7.9,Secondary,6500.0,0,0,0,Approved
Female,Student,65700.0,0.0,Secondary,32500.0,1,0,0,Rejected
Female,Working,66900.0,3.6,Secondary,16800.0,3,1,0,Rejected
Female,Pensioner,52200.0,7.4,Higher education,11600.0,0,0,0,Approved
Female,Pensioner,91500.0,12.3,Incomplete higher,7400.0,2,0,0,Rejected
Female,Working,110300.0,13.2,Higher education,12800.0,1,0,0,Approved
Male,Working,37600.0,15.7,Higher education,4900.0,1,1,3,Rejected
Female,Working,51100.0,7.2,Secondary,3300.0,2,1,0,Rejected
Female,State servant,90400.0,10.5,Secondary,17000.0,1,0,late,Approved
Female,Commercial associate,56500.0,0.0,Incomplete higher,11600.0,3,1,2,Rejected
Female,Working,48000.0,8.7,Secondary,20100.0,4,0,2,Rejected
Female,Pensioner,94300.0,0.9,Secondary,14600.0,3,1,1,Approved
Male,Working,98400.0,6.2,Lower secondary,7300.0,3,0,0,Rejected
Female,State servant,48900.0,22.3,Lower secondary,22800.0,4,0,0,Rejected
Male,Working,65900.0,8.1,Higher education,8000.0,2,2,0,Rejected
Male,Working,34800.0,2.0,Secondary,27100.0,3,0,0,Rejected
Female,Working,40000.0,8.6,Incomplete higher,7800.0,0,0,0,Rejected
Female,Commercial associate,63300.0,3.8,Secondary,3800.0,2,0,0,Approved
Female,Working,60700.0,1.5,Secondary,30300.0,4,1,1,Rejected
Male,Pensioner,38800.0,17.4,Secondary,7600.0,2,2,0,Rejected
Female,Working,43400.0,12.0,Lower secondary,8000.0,4,1,0,Approved
Male,Working,37100.0,8.3,Lower secondary,3900.0,1,0,0,Rejected
Male,Working,73500.0,4.5,Higher education,10900.0,1,0,0,Approved
Male,Working,24700.0,4.9,Secondary,4400.0,1,1,0,Rejected
Male,State servant,38000.0,14.5,Higher education,29200.0,1,1,2,Rejected
Other,Working,25900.0,8.1,Secondary,9000.0,2,1,0,Rejected
Female,Student,72300.0,0.0,Incomplete higher,5700.0,1,0,3,Rejected
Female,Working,26600.0,19.1,Secondary,12300.0,0,0,0,Rejected
Female,Working,60700.0,7.5,Secondary,46000.0,4,0,0,Rejected
Male,Working,125200.0,8.3,Higher education,12700.0,1,1,0,Rejected
Male,Working,127100.0,12.2,Higher education,9900.0,0,1,0,Approved
Male,Pensioner,26600.0,8.9,Incomplete higher,12100.0,0,1,0,Rejected
Female,Commercial associate,68500.0,10.4,Secondary,20800.0,3,1,0,Rejected
Other,Working,38400.0,4.3,Incomplete higher,19500.0,0,2,0,Approved
Male,Commercial associate,35000.0,0.1,Secondary,14300.0,4,0,0,Rejected
Male,Commercial associate,56900.0,8.0,Secondary,23400.0,2,0,0,Rejected
Other,State servant,104100.0,13.9,Higher education,12600.0,2,0,2,Approved
Female,Student,78400.0,3.1,Secondary,10500.0,4,1,0,Approved
Female,Commercial associate,43400.0,2.7,Higher education,12400.0,1,1,0,Rejected
Male,Pensioner,82200.0,12.8,Secondary,7800.0,1,1,0,Approved
Female,Pensioner,21800.0,4.1,Secondary,21100.0,3,1,0,Rejected
Female,Commercial associate,42700.0,4.4,Higher education,7500.0,3,1,1,Rejected
Female,Pensioner,41300.0,4.6,Secondary,1800.0,1,0,0,Approved
Female,Working,62000.0,6.2,Higher education,3300.0,2,1,0,Approved
Male,Pensioner,54700.0,0.0,Higher education,15300.0,2,0,0,Approved
Male,Student,56200.0,3.7,Secondary,6600.0,1,0,0,Rejected
Female,Working,55300.0,7.7,Higher education,19800.0,2,2,0,Rejected
Female,Pensioner,60500.0,7.7,Secondary,11700.0,0,1,0,Approved
Female,State servant,76300.0,12.5,Secondary,21000.0,2,0,late,Rejected
Male,Working,64000.0,16.1,Secondary,2000.0,2,0,0,Approved
Male,Commercial associate,52700.0,14.4,Incomplete higher,7500.0,5,0,0,Rejected
Male,State servant,71700.0,11.3,Higher education,5600.0,4,1,0,Approved
Female,Student,86800.0,5.7,Higher education,51800.0,1,0,0,Rejected
Female,Working,46600.0,3.3,Lower secondary,8500.0,2,0,0,Rejected
Female,Working,58300.0,6.6,Secondary,3200.0,3,1,late,Rejected
Male,Commercial associate,101000.0,9.5,Incomplete higher,15100.0,3,0,1,Approved
Female,Working,36500.0,10.8,Higher education,5200.0,4,1,0,Rejected
Male,Working,134900.0,9.7,Lower secondary,22400.0,2,1,2,Approved
Male,Working,32800.0,5.9,Lower secondary,25000.0,2,0,1,Rejected
Female,Working,51300.0,10.6,Academic degree,5600.0,2,0,0,Rejected
Female,Commercial associate,39000.0,13.1,Secondary,6700.0,2,0,3,Rejected
Female,Commercial associate,160300.0,11.1,Incomplete higher,14200.0,4,0,0,Approved
Female,Commercial associate,47700.0,6.3,Incomplete higher,22900.0,2,1,1,Rejected
Female,Pensioner,47800.0,2.2,Higher education,15300.0,2,0,0,Rejected
Male,Working,50700.0,2.0,Secondary,8500.0,0,1,0,Rejected
Female,Working,62500.0,3.0,Lower secondary,3800.0,0,1,1,Rejected
Female,Working,51600.0,7.8,Secondary,34400.0,3,1,0,Rejected
Male,Working,56400.0,9.2,Higher education,15600.0,5,0,late,Rejected
Male,Working,12200.0,0.0,Higher education,39100.0,4,0,0,Rejected
Female,Working,61400.0,3.9,Secondary,17100.0,4,0,0,Rejected
Male,Working,60400.0,7.8,Higher education,35900.0,3,0,1,Rejected
Male,Working,95500.0,1.8,Secondary,6200.0,0,1,0,Approved
Male,Commercial associate,107900.0,8.8,Higher education,6600.0,2,0,0,Approved
Male,Commercial associate,55000.0,4.9,Incomplete higher,10200.0,4,0,0,Rejected
Female,State servant,86400.0,2.7,Secondary,5800.0,1,1,1,Rejected
Male,Pensioner,36500.0,6.8,Higher education,2700.0,1,0,0,Approved
Female,Commercial associate,84600.0,8.5,Secondary,7200.0,0,1,0,Rejected
Male,Working,46300.0,2.1,Incomplete higher,17000.0,3,0,0,Rejected
Male,Commercial associate,35100.0,5.2,Lower secondary,4200.0,4,1,0,Rejected
Female,Working,55100.0,8.9,Secondary,4700.0,1,0,1,Rejected
Female,Working,112400.0,2.5,Higher education,7600.0,6,1,0,Rejected
Male,Working,65000.0,0.0,Higher education,5300.0,2,0,0,Rejected
Male,Working,117400.0,0.0,Higher education,7900.0,1,0,0,Rejected
Female,Working,42700.0,4.3,Higher education,10800.0,3,1,0,Rejected
Male,Commercial associate,95900.0,0.0,Higher education,4500.0,2,0,0,Rejected
Male,Pensioner,44600.0,4.7,Higher education,7700.0,2,0,0,Approved
Male,Pensioner,66300.0,15.2,Secondary,11500.0,1,0,1,Approved
Female,Commercial associate,66000.0,0.0,Secondary,6000.0,4,1,late,Rejected
Female,Commercial associate,80600.0,5.0,Incomplete higher,3800.0,3,0,0,Rejected
Male,Working,67000.0,17.6,Secondary,6400.0,1,1,1,Approved
Female,Pensioner,42900.0,8.6,Higher education,8900.0,1,1,0,Rejected
Male,Commercial associate,89000.0,4.6,Secondary,2600.0,1,0,0,Approved
Female,Working,130500.0,5.7,Incomplete higher,17200.0,0,1,0,Approved
Male,Working,46000.0,8.7,Higher education,9200.0,2,0,0,Approved
Female,State servant,26200.0,15.3,Secondary,6400.0,3,0,0,Rejected
Female,Commercial associate,75000.0,3.7,Secondary,3000.0,5,0,3,Rejected
Male,Working,51600.0,2.6,Secondary,15700.0,5,0,0,Rejected
Male,Commercial associate,56400.0,0.0,Lower secondary,25100.0,0,0,0,Rejected
Male,Working,76900.0,7.0,Higher education,7400.0,1,0,0,Approved
Male,Working,48800.0,0.0,Higher education,36900.0,2,0,late,Rejected
Male,Working,53100.0,4.1,Higher education,11200.0,1,0,0,Rejected
Male,Working,57200.0,1.8,Secondary,11500.0,2,0,late,Rejected
Female,Commercial associate,116000.0,12.1,Secondary,20500.0,4,1,default,Rejected
Male,Working,60700.0,3.9,Secondary,16300.0,2,0,0,Rejected
Male,Pensioner,34300.0,8.6,Secondary,4200.0,3,1,0,Rejected
Female,Working,35000.0,0.0,Higher education,7200.0,4,0,0,Approved
Female,Commercial associate,63700.0,7.2,Incomplete higher,22800.0,2,0,0,Rejected
Male,Commercial associate,36000.0,0.2,Lower secondary,16500.0,4,0,0,Rejected
Male,Commercial associate,29600.0,4.3,Incomplete higher,37100.0,2,0,1,Rejected
Male,Commercial associate,79700.0,18.0,Higher education,14800.0,4,0,3,Rejected
Other,Student,81500.0,11.3,Secondary,16900.0,2,0,0,Approved
Male,Commercial associate,50700.0,5.8,Higher education,6400.0,5,0,0,Rejected
Female,Pensioner,68300.0,23.1,Lower secondary,24900.0,0,0,0,Approved
Female,Pensioner,65200.0,1.7,Higher education,1300.0,2,1,0,Rejected
Female,Working,78500.0,12.6,Higher education,12900.0,1,0,0,Rejected
Female,Working,78600.0,0.0,Higher education,17200.0,1,0,3,Rejected
Male,Working,18500.0,5.2,Higher education,14100.0,1,1,0,Rejected
Male,Working,53700.0,0.0,Lower secondary,11200.0,4,1,0,Rejected
Female,Working,75600.0,7.8,Higher education,10300.0,0,1,0,Approved
Female,Working,49800.0,6.8,Secondary,11600.0,2,1,0,Rejected
Male,Commercial associate,60900.0,4.9,Secondary,4800.0,2,0,3,Rejected
Female,Working,83900.0,12.2,Higher education,14000.0,3,2,3,Rejected
Male,Pensioner,62100.0,3.6,Secondary,6400.0,1,0,0,Approved
Female,Working,118000.0,8.2,Lower secondary,7400.0,3,0,0,Approved
Male,Pensioner,99400.0,10.8,Higher education,4400.0,2,0,1,Rejected
Female,Working,56800.0,0.0,Higher education,59100.0,1,0,0,Rejected
Male,Working,54800.0,2.6,Secondary,13400.0,1,0,0,Rejected
Female,Working,16600.0,6.8,Higher education,3600.0,3,0,late,Rejected
Male,Commercial associate,51700.0,9.8,Higher education,12400.0,1,0,0,Approved
Female,Working,32600.0,13.9,Secondary,24700.0,4,1,0,Rejected
Female,State servant,66100.0,5.4,Incomplete higher,13900.0,1,0,0,Rejected
Male,Working,64100.0,4.9,Secondary,11000.0,2,0,0,Approved
Female,Commercial associate,81900.0,2.0,Secondary,6000.0,3,0,2,Rejected
Female,Working,112300.0,8.2,Secondary,13900.0,3,0,0,Rejected
Female,Commercial associate,59200.0,5.0,Higher education,19100.0,0,1,0,Approved
Female,Working,167100.0,5.1,Higher education,19200.0,1,0,0,Approved
Female,Working,66500.0,6.0,Incomplete higher,13000.0,2,0,2,Approved
Male,Working,33200.0,9.4,Secondary,13000.0,1,0,0,Rejected
Female,Working,46500.0,3.6,Academic degree,27400.0,1,1,0,Rejected
Male,Working,50600.0,2.5,Higher education,25500.0,2,1,0,Rejected
Other,Student,78200.0,8.7,Secondary,9900.0,1,0,0,Rejected
Female,Working,39100.0,0.0,Secondary,35100.0,0,0,0,Rejected
Male,Working,52400.0,3.4,Secondary,3600.0,1,0,0,Rejected
Male,Student,55700.0,0.5,Incomplete higher,13500.0,3,0,0,Rejected
Male,Working,48900.0,12.8,Secondary,14400.0,1,0,0,Rejected
Female,Working,86300.0,4.2,Higher education,5700.0,1,1,0,Rejected
Female,Pensioner,79900.0,3.6,Higher education,3000.0,0,0,0,Approved
Female,State servant,101200.0,6.2,Incomplete higher,5800.0,0,0,2,Rejected
Male,Pensioner,51600.0,3.4,Higher education,21700.0,0,0,0,Rejected
Other,Working,102900.0,4.4,Higher education,22100.0,1,0,0,Approved
Male,Student,32400.0,7.0,Secondary,18400.0,2,0,0,Rejected
Female,Working,32100.0,4.3,Incomplete higher,6500.0,2,0,0,Rejected
Male,Student,34700.0,4.3,Secondary,22300.0,2,1,0,Rejected
Female,Pensioner,60100.0,1.2,Secondary,6900.0,0,0,0,Rejected
Male,State servant,102900.0,0.5,Academic degree,14000.0,4,1,0,Rejected
Female,Working,45700.0,6.8,Secondary,11500.0,3,1,0,Approved
Male,Working,48300.0,8.1,Secondary,8600.0,1,0,0,Approved
Male,Commercial associate,54300.0,0.0,Higher education,17800.0,1,0,0,Rejected
Female,Commercial associate,77500.0,10.5,Secondary,20200.0,2,0,0,Approved
Female,Commercial associate,48300.0,10.5,Secondary,6200.0,0,0,late,Rejected
Male,State servant,47100.0,11.6,Higher education,12000.0,0,0,0,Approved
Female,Commercial associate,32700.0,8.1,Higher education,19500.0,3,0,0,Rejected
Male,Working,46300.0,9.8,Incomplete higher,700.0,1,0,0,Rejected
Male,Working,101700.0,17.9,Secondary,15400.0,3,0,1,Rejected
Male,Working,62400.0,4.9,Higher education,19800.0,3,0,0,Rejected
Female,Working,42900.0,1.1,Incomplete higher,15800.0,4,3,late,Rejected
Female,Working,104400.0,0.0,Secondary,16400.0,1,0,0,Approved
Female,Pensioner,46000.0,15.6,Secondary,10900.0,0,1,0,Approved
Male,Pensioner,113400.0,15.7,Secondary,18900.0,1,0,0,Approved
Female,Commercial associate,112600.0,1.7,Higher education,4100.0,1,1,0,Approved
Female,Working,61400.0,2.7,Secondary,5900.0,4,3,0,Rejected
Female,Commercial associate,30500.0,4.8,Higher education,16200.0,2,0,3,Rejected
Male,Pensioner,167800.0,12.9,Lower secondary,18900.0,5,0,1,Approved
Female,State servant,71300.0,0.0,Secondary,24800.0,1,1,0,Approved
Male,Commercial associate,51800.0,0.0,Higher education,31800.0,4,0,0,Rejected
Male,Pensioner,92100.0,17.8,Secondary,6600.0,1,0,0,Approved
Male,Commercial associate,82100.0,8.1,Secondary,4700.0,0,0,1,Approved
Other,Working,108000.0,8.9,Higher education,21300.0,5,2,0,Approved
Male,State servant,44400.0,5.4,Secondary,8300.0,3,0,0,Approved
Male,Working,69100.0,8.9,Lower secondary,11200.0,2,0,0,Approved
Female,Working,35100.0,0.0,Higher education,19900.0,2,0,3,Rejected
Male,Working,80800.0,2.1,Secondary,13400.0,2,0,0,Approved
Male,Commercial associate,59300.0,7.0,Secondary,18500.0,5,1,0,Approved
Male,Commercial associate,67900.0,0.0,Secondary,6100.0,2,0,3,Rejected
Male,Commercial associate,56100.0,4.9,Incomplete higher,14500.0,1,4,1,Rejected
Other,Working,53500.0,4.6,Higher education,14300.0,2,2,0,Rejected
Male,Working,40500.0,4.9,Secondary,24500.0,2,0,2,Rejected
Male,State servant,85500.0,3.6,Higher education,28100.0,4,0,0,Rejected
Female,Working,117100.0,1.3,Higher education,8200.0,2,0,0,Approved
Female,State servant,46600.0,0.0,Incomplete higher,5200.0,4,1,0,Rejected
Female,Working,76800.0,7.3,Secondary,19200.0,2,1,0,Rejected
Female,Commercial associate,72700.0,4.9,Secondary,2700.0,1,0,0,Rejected
Female,Commercial associate,60100.0,0.0,Secondary,20100.0,0,0,0,Rejected
Female,Pensioner,30100.0,6.8,Secondary,21200.0,3,1,0,Rejected
Male,Working,33300.0,5.0,Higher education,7700.0,2,2,1,Rejected
Female,State servant,42100.0,4.1,Secondary,900.0,1,0,0,Rejected
Male,Commercial associate,22900.0,0.0,Secondary,22700.0,1,2,0,Rejected
Male,Commercial associate,112800.0,10.1,Secondary,29400.0,2,1,0,Approved
Female,Commercial associate,70600.0,0.1,Secondary,28100.0,4,0,1,Rejected
Female,Working,59100.0,6.8,Lower secondary,28700.0,1,0,0,Rejected
Female,Commercial associate,22300.0,2.3,Higher education,3800.0,4,2,late,Rejected
Other,Working,26400.0,4.5,Secondary,12300.0,2,0,2,Rejected
Female,Working,59800.0,12.5,Higher education,14300.0,0,0,1,Rejected
Male,Commercial associate,145300.0,9.3,Secondary,12800.0,1,1,1,Approved
Male,Commercial associate,43700.0,12.4,Incomplete higher,18600.0,1,0,0,Rejected
Other,Working,88300.0,8.2,Higher education,5000.0,1,1,2,Rejected
Female,Working,48200.0,8.6,Higher education,2600.0,2,2,0,Rejected
Female,Working,61400.0,0.0,Lower secondary,1800.0,5,1,0,Rejected
Female,Working,103400.0,4.8,Incomplete higher,23000.0,1,1,0,Approved
Female,Commercial associate,51200.0,5.3,Incomplete higher,3800.0,0,1,1,Rejected
Female,Working,43900.0,12.9,Secondary,12700.0,0,0,0,Rejected
Male,State servant,113300.0,3.9,Secondary,7400.0,1,1,1,Approved
Male,Working,61100.0,7.9,Higher education,7700.0,1,0,default,Approved
Male,Working,97800.0,7.7,Higher education,10100.0,3,1,0,Approved
Male,State servant,44000.0,12.5,Higher education,7900.0,1,0,0,Approved
Female,Working,112800.0,5.8,Higher education,2600.0,1,1,0,Approved
Male,Working,67700.0,10.8,Secondary,10100.0,2,0,0,Rejected
Male,Student,72800.0,0.0,Secondary,6200.0,1,1,0,Rejected
Male,State servant,63500.0,0.0,Higher education,6000.0,0,0,0,Approved
Male,Pensioner,47700.0,0.0,Secondary,34900.0,0,0,0,Rejected
Female,Working,59800.0,10.6,Higher education,3300.0,2,0,0,Rejected
Female,Commercial associate,49100.0,10.0,Higher education,9800.0,0,0,0,Rejected
Female,Student,92200.0,11.2,Higher education,13500.0,3,0,0,Rejected
Female,State servant,54600.0,3.0,Higher education,34900.0,1,1,0,Approved
Male,Working,30500.0,3.6,Higher education,4500.0,3,0,1,Rejected
Female,Working,28100.0,5.9,Higher education,27200.0,3,1,0,Rejected
Male,Working,27500.0,14.0,Secondary,10100.0,1,2,0,Rejected
Male,Working,79100.0,15.3,Higher education,10400.0,3,0,0,Approved
Female,Commercial associate,35700.0,10.6,Higher education,17900.0,1,0,0,Approved
Female,Working,68500.0,8.2,Secondary,30000.0,1,0,1,Rejected
Male,Working,63700.0,13.4,Higher education,7900.0,0,0,0,Rejected
Male,Working,58200.0,5.2,Incomplete higher,14300.0,1,0,0,Rejected
Female,Commercial associate,72900.0,4.5,Secondary,12900.0,1,0,1,Approved
Female,Working,64300.0,5.8,Higher education,12500.0,0,1,2,Rejected
Male,Working,17700.0,1.4,Lower secondary,20000.0,5,0,0,Rejected
Female,Working,51800.0,5.6,Incomplete higher,6600.0,2,0,0,Rejected
Male,Student,72500.0,0.7,Secondary,8800.0,1,0,0,Rejected
Female,Working,125300.0,11.8,Higher education,2700.0,2,1,0,Rejected
Female,Commercial associate,127900.0,9.3,Academic degree,16900.0,2,0,2,Approved
Male,Working,32400.0,13.9,Higher education,12100.0,0,0,0,Approved
Male,Working,51200.0,0.0,Secondary,29500.0,3,0,0,Rejected
Male,Working,29600.0,16.4,Secondary,4400.0,6,1,0,Rejected
Female,Working,118700.0,0.0,Incomplete higher,37700.0,0,1,2,Rejected
Other,Working,94400.0,0.3,Secondary,18900.0,0,0,0,Rejected
Male,Commercial associate,70100.0,3.3,Secondary,18300.0,6,0,2,Rejected
